id_compra,montante,loja,data_hora,id_cliente
447,488.30,"CC Setúbal","2016-11-03 05:08:16",4166
448,117.70,"Vasgo da Gama","2017-01-19 08:26:18",2844
449,270.70,"Braga Parque","2019-04-16 01:53:53",5778
450,509.80,"CC Setúbal","2015-07-25 13:23:20",1495
451,504.50,"Gaia Shopping","2013-11-28 04:42:23",3335
452,964.10,"Norte Shopping","2018-06-26 10:44:10",5832
453,190.40,"Fórum Coimbra","2017-01-19 11:58:09",335
454,375.90,"Leiria Shopping","2017-01-18 19:48:12",3045
455,115.80,"Palácio do Gelo","2017-07-14 00:51:35",950
456,371.00,Aeroporto,"2016-07-24 05:11:36",5859
457,173.80,"Estação Viana","2013-08-09 14:14:31",2961
458,639.60,"Fórum Aveiro","2013-04-30 08:30:13",5243
459,243.00,"Vasgo da Gama","2017-04-14 19:59:14",4311
460,331.10,"CC Setúbal","2013-03-27 09:25:07",3185
461,165.80,Amoreiras,"2018-12-15 13:15:37",3646
462,436.20,"Estação Viana","2014-10-16 00:58:56",4893
463,215.70,"Palácio do Gelo","2014-04-26 03:26:43",3472
464,320.60,"Vasgo da Gama","2015-07-25 22:30:15",1628
465,411.60,"Leiria Shopping","2016-02-26 13:07:12",1232
466,251.40,"CC Setúbal","2016-01-07 13:33:37",1228
467,290.80,"Gaia Shopping","2016-03-15 19:26:00",2323
468,245.10,"CC Setúbal","2016-07-24 20:53:01",657
469,405.90,"Palácio do Gelo","2015-11-24 12:38:03",25
470,508.80,"Évora Plaza","2018-05-20 06:37:54",3338
471,439.90,Colombo,"2016-08-10 07:11:17",4127
472,78.30,"Vasgo da Gama","2017-06-27 09:33:34",3425
473,259.70,"Estação Viana","2019-06-25 10:54:27",1407
474,205.70,"Gaia Shopping","2015-09-18 23:38:56",3768
475,206.80,"CC Setúbal","2016-08-21 23:08:28",4564
476,601.20,"CC Setúbal","2016-03-10 15:14:23",2502
477,522.10,"Gaia Shopping","2018-03-18 23:36:02",4922
478,828.00,"Braga Parque","2019-06-27 16:42:08",1937
479,321.70,"CC Setúbal","2015-02-01 11:53:48",3903
480,261.50,"Norte Shopping","2015-12-16 10:16:43",1688
481,394.00,"Santa Catarina","2019-04-01 00:06:21",704
482,451.00,"Fórum Aveiro","2019-10-24 00:04:25",2558
483,317.10,"Vasgo da Gama","2014-02-20 05:38:25",3130
484,116.80,"Norte Shopping","2013-10-06 01:43:55",6032
485,383.00,"Nosso Shopping","2018-08-16 11:36:00",5521
486,196.70,"Fórum Algarve","2014-12-15 20:08:38",6015
487,140.30,"Fórum Algarve","2013-01-07 09:02:26",4516
488,241.70,"CC Setúbal","2017-09-17 15:00:30",3896
489,342.10,"Nosso Shopping","2018-04-17 17:11:52",5342
490,184.10,"Fórum Coimbra","2016-12-27 05:36:46",2406
491,720.90,"Gaia Shopping","2016-11-01 11:15:48",1159
492,266.60,"Fórum Algarve","2017-12-18 23:54:32",164
493,512.20,"Fórum Coimbra","2014-12-09 17:40:34",3954
494,244.00,"Fórum Coimbra","2015-04-07 23:14:37",5836
495,387.90,"CC Setúbal","2014-11-30 18:57:33",5822
496,215.40,"Estação Viana","2013-12-02 18:27:24",5085
497,68.40,"Fórum Aveiro","2016-01-22 03:22:20",104
498,238.40,"Santa Catarina","2013-08-27 05:09:07",1505
499,116.40,"Fórum Coimbra","2013-05-20 15:04:59",3028
500,463.70,Aeroporto,"2016-10-02 22:03:51",2373
501,316.40,"Santa Catarina","2019-09-02 11:29:21",4214
502,343.70,"Braga Parque","2019-01-04 10:26:42",3667
503,417.10,"Fórum Aveiro","2017-09-27 17:48:30",5814
504,348.10,"Fórum Algarve","2019-12-26 23:03:32",2536
505,372.30,"CC Setúbal","2014-07-24 10:56:36",1470
506,693.00,"Vasgo da Gama","2016-11-19 18:08:13",4569
507,318.30,"Leiria Shopping","2017-08-10 19:51:35",5634
508,321.20,Colombo,"2018-04-15 05:57:22",862
509,646.20,Aeroporto,"2017-10-09 18:06:28",5058
510,680.30,Colombo,"2016-12-08 03:40:24",948
511,248.20,"Braga Parque","2018-12-14 19:35:02",1141
512,197.00,"CC Setúbal","2016-02-23 09:02:09",1311
513,659.80,"Braga Parque","2015-05-12 05:13:49",1732
514,154.70,"Évora Plaza","2015-07-23 10:12:20",5981
515,480.60,Colombo,"2014-10-19 22:03:05",3113
516,432.00,"Braga Parque","2016-11-14 11:49:43",2030
517,280.00,"Leiria Shopping","2013-01-19 17:52:38",1085
518,751.50,"Braga Parque","2019-05-11 08:47:22",5398
519,498.80,"Norte Shopping","2018-07-20 01:32:46",816
520,366.60,"Nosso Shopping","2017-09-15 09:17:01",5108
521,88.00,"Évora Plaza","2018-01-27 18:18:35",1663
522,147.70,Colombo,"2014-05-29 06:45:17",4680
523,381.10,"Palácio do Gelo","2019-01-18 11:39:30",4921
524,79.00,"Leiria Shopping","2019-05-12 04:39:43",4954
525,271.60,"Fórum Coimbra","2015-03-05 17:40:34",3107
526,296.60,"Leiria Shopping","2017-01-12 18:54:28",1699
527,80.50,Amoreiras,"2014-12-16 10:35:50",5885
528,210.30,"Estação Viana","2019-05-20 19:56:01",3320
529,205.50,"Norte Shopping","2014-12-08 08:31:50",852
530,290.60,"Palácio do Gelo","2017-10-27 18:05:48",6227
531,281.10,"Norte Shopping","2017-12-18 23:08:02",547
532,416.90,"Braga Parque","2014-05-18 21:13:23",5019
533,443.80,"Palácio do Gelo","2016-12-03 04:11:56",248
534,404.70,"Vasgo da Gama","2018-01-18 02:23:39",3027
535,288.00,"Nosso Shopping","2018-07-07 02:05:24",2914
536,543.00,"Palácio do Gelo","2018-10-17 18:26:21",258
537,688.60,"Estação Viana","2017-06-05 11:21:56",6137
538,127.70,"Nosso Shopping","2018-05-25 11:13:24",4635
539,376.80,Aeroporto,"2017-07-20 22:43:29",210
540,400.80,"Estação Viana","2019-02-27 16:20:02",3266
541,360.40,"Évora Plaza","2019-12-30 07:56:04",1579
542,419.00,"CC Setúbal","2013-04-21 00:19:59",3789
543,500.70,"Norte Shopping","2016-06-05 07:51:33",1398
544,202.70,"Fórum Aveiro","2018-07-10 06:05:13",5683
545,376.20,Aeroporto,"2014-07-15 07:30:50",3657
546,315.40,"Évora Plaza","2016-04-08 04:40:48",4300
547,397.00,"Fórum Coimbra","2015-05-07 10:04:52",571
548,360.70,Aeroporto,"2019-07-16 15:48:40",229
549,222.20,"Leiria Shopping","2013-07-16 02:34:01",2514
550,318.30,"Estação Viana","2013-03-18 10:31:58",1905
551,246.90,"Fórum Algarve","2017-07-12 09:33:04",6130
552,399.00,"Leiria Shopping","2013-11-07 10:29:05",2335
553,400.40,"Leiria Shopping","2017-03-26 20:08:30",5456
554,569.60,"Fórum Coimbra","2015-11-05 03:23:43",6183
555,317.80,"Estação Viana","2015-05-06 15:45:09",5764
556,283.20,"Fórum Aveiro","2016-08-20 21:31:44",305
557,238.40,"Norte Shopping","2013-02-28 11:17:43",5145
558,545.90,"Fórum Aveiro","2014-07-05 15:28:45",2626
559,52.80,"Fórum Aveiro","2014-12-23 14:58:11",301
560,760.00,"Nosso Shopping","2018-08-14 08:23:24",1099
561,485.00,"Palácio do Gelo","2016-05-12 19:42:29",6113
562,292.30,Amoreiras,"2015-07-10 02:32:00",217
563,217.00,"CC Setúbal","2013-11-30 23:11:55",1988
564,231.80,"Fórum Aveiro","2018-08-23 16:13:08",1659
565,258.70,Colombo,"2019-12-05 09:04:46",5545
566,307.20,"Palácio do Gelo","2013-07-13 00:39:14",1036
567,246.60,"Fórum Coimbra","2015-06-17 08:27:10",3490
568,319.10,Amoreiras,"2017-06-27 07:05:26",2988
569,78.80,"Évora Plaza","2017-05-24 20:56:37",567
570,347.80,"Fórum Coimbra","2019-11-24 10:48:03",1156
571,380.70,"Gaia Shopping","2017-02-16 04:54:00",3293
572,302.20,"Estação Viana","2014-07-22 18:46:56",1442
573,847.00,"Leiria Shopping","2019-07-16 09:05:44",5342
574,276.50,"CC Setúbal","2014-01-01 20:48:22",3188
575,261.70,Aeroporto,"2018-07-08 03:32:05",5672
576,225.40,"Gaia Shopping","2016-09-21 19:52:49",2173
577,590.60,"Fórum Algarve","2017-05-09 10:47:52",3393
578,421.20,"Estação Viana","2015-01-07 22:57:23",4414
579,614.20,"CC Setúbal","2014-08-29 08:32:26",4468
580,836.10,"Santa Catarina","2017-08-07 10:21:33",1959
581,199.40,"Fórum Aveiro","2019-03-27 17:15:35",878
582,604.60,"Fórum Coimbra","2013-11-11 14:35:58",3052
583,700.20,"Braga Parque","2015-06-07 17:20:03",980
584,267.60,"Braga Parque","2019-10-11 13:26:00",4971
585,342.50,"Estação Viana","2019-05-21 08:44:28",5840
586,708.10,"Fórum Aveiro","2015-01-04 11:10:45",1049
587,552.30,"Norte Shopping","2017-01-20 10:24:52",1738
588,458.40,"Norte Shopping","2015-01-16 04:59:18",6080
589,256.70,"Palácio do Gelo","2013-09-02 10:13:15",3803
590,139.30,"Fórum Coimbra","2015-01-11 14:08:12",2950
591,647.30,"Fórum Coimbra","2018-06-20 00:10:39",2364
592,87.40,"Estação Viana","2018-09-12 03:27:34",1702
593,436.00,Amoreiras,"2019-10-20 13:00:31",5287
594,330.10,Amoreiras,"2018-08-13 02:04:48",5228
595,680.80,"Santa Catarina","2016-03-10 09:42:06",4919
596,191.20,Colombo,"2015-10-13 03:31:10",224
597,150.40,"Évora Plaza","2014-09-17 10:38:48",2980
598,236.90,"Gaia Shopping","2019-05-11 23:56:07",329
599,312.00,"Norte Shopping","2015-01-16 21:11:07",1746
600,356.40,"Norte Shopping","2015-01-06 19:48:06",3631
601,102.80,"Fórum Aveiro","2017-12-29 23:40:40",3149
602,309.30,Colombo,"2014-12-16 21:48:13",528
603,312.60,"Vasgo da Gama","2014-10-04 09:43:37",2749
604,459.30,"Fórum Aveiro","2018-02-08 10:09:07",776
605,346.10,"Santa Catarina","2017-08-05 14:57:21",5700
606,281.00,"Braga Parque","2013-10-05 01:19:21",6217
607,342.90,"CC Setúbal","2014-10-13 15:45:48",1392
608,360.80,"Leiria Shopping","2018-11-16 10:05:13",795
609,345.60,"CC Setúbal","2018-11-07 11:57:04",1411
610,551.10,Amoreiras,"2017-08-06 21:53:06",5285
611,171.30,"Fórum Aveiro","2013-03-11 06:49:11",3962
612,609.90,"Vasgo da Gama","2017-04-05 18:43:52",190
613,301.00,"Leiria Shopping","2013-07-09 03:27:27",2088
614,62.30,"Estação Viana","2019-06-02 09:32:23",2443
615,499.50,"Leiria Shopping","2014-09-21 00:56:30",2973
616,405.30,"Évora Plaza","2019-12-24 05:42:36",3945
617,244.90,"Estação Viana","2015-08-09 07:12:30",4896
618,403.20,"Fórum Algarve","2013-12-19 15:28:21",5505
619,483.00,"Norte Shopping","2013-12-02 12:33:16",2253
620,298.80,Amoreiras,"2015-05-22 01:30:15",6029
621,280.90,"Vasgo da Gama","2018-09-12 19:35:50",2290
622,210.50,"Vasgo da Gama","2019-11-26 12:21:12",2811
623,277.80,"Nosso Shopping","2019-12-19 17:59:46",793
624,382.90,"CC Setúbal","2017-12-28 02:28:33",1111
625,70.70,"Norte Shopping","2019-06-26 21:42:07",5855
626,572.30,"Évora Plaza","2016-11-23 05:43:18",972
627,576.60,"Norte Shopping","2017-06-09 22:38:50",1878
628,457.60,"Leiria Shopping","2014-09-28 22:27:28",5347
629,129.60,"Évora Plaza","2018-08-31 00:37:56",4248
630,420.10,Colombo,"2017-12-30 00:07:32",1272
631,59.60,"Palácio do Gelo","2016-09-12 01:09:56",5180
632,417.50,"Santa Catarina","2016-01-22 08:32:16",3873
633,494.10,"Nosso Shopping","2013-07-18 00:43:32",770
634,517.70,Colombo,"2015-08-30 23:31:39",4951
635,130.30,"Gaia Shopping","2015-01-15 01:38:59",4715
636,465.10,"Norte Shopping","2017-12-05 17:40:09",3810
637,397.80,Colombo,"2019-08-10 09:09:36",672
638,132.90,"Leiria Shopping","2014-12-11 06:25:24",3792
639,421.50,"Nosso Shopping","2016-05-03 09:52:22",4418
640,248.50,"Palácio do Gelo","2014-09-16 20:59:51",6189
641,166.00,"Fórum Algarve","2016-10-13 02:13:36",1142
642,216.00,"Leiria Shopping","2016-03-08 10:22:35",4363
643,202.70,"Évora Plaza","2018-07-09 16:56:47",2969
644,140.90,"Évora Plaza","2013-11-23 21:48:11",4261
645,270.00,"CC Setúbal","2019-02-07 00:13:42",4289
646,112.20,"Gaia Shopping","2013-11-02 22:41:42",2766
647,352.20,"Fórum Coimbra","2013-04-30 23:45:58",3137
648,91.80,"Évora Plaza","2017-03-18 19:28:56",415
649,261.80,"Gaia Shopping","2015-07-24 22:15:23",988
650,488.80,Colombo,"2016-02-04 21:44:58",4363
651,272.80,"Nosso Shopping","2018-02-23 15:11:06",4802
652,182.00,"Vasgo da Gama","2014-03-20 06:40:05",6065
653,225.20,"Estação Viana","2016-09-13 05:25:12",2813
654,417.80,"Vasgo da Gama","2015-03-04 09:09:07",4045
655,136.00,Amoreiras,"2019-05-11 07:55:23",5481
656,190.90,"Fórum Algarve","2019-12-28 00:18:25",1335
657,202.40,"Fórum Coimbra","2013-03-01 11:42:43",3110
658,650.70,"Fórum Aveiro","2017-11-27 16:52:59",3566
659,96.40,"Évora Plaza","2019-04-21 23:30:11",3865
660,302.00,"Fórum Algarve","2019-02-15 01:11:47",2747
661,492.80,"Nosso Shopping","2017-04-26 04:46:54",5024
662,445.50,"Palácio do Gelo","2019-01-24 20:28:03",4105
663,142.90,Amoreiras,"2013-02-05 19:53:03",5698
664,390.90,"Leiria Shopping","2013-08-23 13:23:39",1183
665,244.90,"Gaia Shopping","2013-05-23 05:03:30",4847
666,337.70,"Braga Parque","2014-05-14 15:37:14",69
667,405.40,"Norte Shopping","2019-05-30 03:10:07",2590
668,402.00,"Vasgo da Gama","2016-03-12 13:50:25",357
669,462.90,Amoreiras,"2017-06-26 08:46:19",3123
670,412.20,"Vasgo da Gama","2019-08-06 19:30:33",1706
671,379.20,"Braga Parque","2018-07-21 16:50:49",6129
672,242.90,"Vasgo da Gama","2015-10-20 22:55:06",2740
673,255.50,"Fórum Aveiro","2017-04-23 09:48:14",5397
674,279.60,"Estação Viana","2013-12-12 03:29:33",3713
675,411.50,Aeroporto,"2018-06-21 19:34:46",2719
676,364.20,"Vasgo da Gama","2014-03-31 15:27:01",3119
677,219.90,"CC Setúbal","2015-02-18 19:47:28",5564
678,619.60,"Norte Shopping","2016-12-04 23:50:41",4059
679,116.40,"Santa Catarina","2013-07-20 17:36:24",2746
680,345.30,"Gaia Shopping","2018-10-11 18:08:56",2511
681,519.20,"Gaia Shopping","2014-05-09 18:29:41",3586
682,195.40,"Évora Plaza","2013-12-23 23:50:30",4248
683,182.00,"Nosso Shopping","2018-12-25 09:16:15",4855
684,296.40,"Norte Shopping","2014-06-04 11:44:09",4355
685,434.70,"Évora Plaza","2014-12-23 19:25:53",1215
686,422.40,"Fórum Algarve","2014-06-23 17:39:41",3518
687,306.10,Amoreiras,"2013-10-11 00:04:32",3160
688,725.20,"Norte Shopping","2019-08-03 07:45:32",648
689,261.00,"Braga Parque","2015-12-27 04:14:29",1741
690,519.30,Amoreiras,"2013-05-13 01:11:44",995
691,307.30,"Santa Catarina","2017-03-20 19:21:07",5449
692,222.70,"Fórum Coimbra","2013-11-21 04:35:10",4599
693,290.70,"Fórum Algarve","2015-12-10 20:04:56",1818
694,118.60,Colombo,"2016-05-26 08:53:04",1975
695,427.80,Colombo,"2013-09-21 04:48:42",2752
696,262.80,Aeroporto,"2018-05-24 05:36:53",5525
697,263.30,"CC Setúbal","2014-09-23 15:46:40",1766
698,44.10,"Fórum Coimbra","2016-03-03 16:11:41",3748
699,684.00,"Fórum Aveiro","2014-03-12 23:15:33",264
700,170.20,"Gaia Shopping","2016-12-07 23:34:05",919
701,57.10,"Fórum Coimbra","2013-04-29 14:44:38",4362
702,540.10,Amoreiras,"2013-01-20 20:35:36",2293
703,438.70,"CC Setúbal","2017-04-25 07:13:59",3948
704,293.90,"Braga Parque","2019-04-07 10:48:29",1427
705,265.40,"Norte Shopping","2014-03-06 04:07:33",2347
706,452.70,Amoreiras,"2019-09-02 13:30:06",3692
707,355.40,"Fórum Coimbra","2013-12-13 22:30:14",2626
708,589.40,"Gaia Shopping","2014-11-01 10:56:56",1147
709,317.20,"Fórum Coimbra","2018-11-05 03:19:53",3450
710,372.60,"Palácio do Gelo","2014-03-26 14:43:07",2671
711,85.40,"Santa Catarina","2018-10-04 17:05:24",1384
712,524.90,Amoreiras,"2018-09-18 18:00:24",800
713,399.70,"Évora Plaza","2016-02-09 07:07:59",3238
714,294.40,"Évora Plaza","2017-07-02 05:31:27",5536
715,277.60,"CC Setúbal","2015-11-14 09:34:27",4142
716,341.00,"Fórum Aveiro","2017-05-31 12:14:23",5306
717,194.30,"Palácio do Gelo","2013-05-22 10:05:18",5570
718,199.40,"Nosso Shopping","2018-04-09 11:57:55",4192
719,505.70,"Fórum Aveiro","2014-12-31 14:03:36",788
720,446.40,"Palácio do Gelo","2016-06-27 09:28:37",4271
721,438.90,"Fórum Aveiro","2013-03-19 20:59:58",4738
722,164.40,"Estação Viana","2017-08-26 06:58:29",559
723,332.60,"Estação Viana","2019-07-20 11:09:17",4421
724,342.10,"Fórum Coimbra","2015-01-03 06:20:20",4393
725,193.60,Amoreiras,"2014-04-24 10:11:39",2385
726,215.60,"Palácio do Gelo","2015-12-29 01:17:58",2618
727,261.00,"Fórum Algarve","2018-03-08 03:20:20",492
728,1058.80,"Fórum Aveiro","2018-08-18 11:53:27",4347
729,340.00,"Estação Viana","2014-03-20 01:03:10",4642
730,230.40,Amoreiras,"2015-05-12 20:20:06",3651
731,511.90,"Fórum Coimbra","2015-05-20 03:08:20",2624
732,416.30,"CC Setúbal","2018-10-18 21:36:51",54
733,88.90,"Fórum Coimbra","2015-02-27 22:11:22",1291
734,272.00,"Vasgo da Gama","2014-05-13 15:03:34",2473
735,311.30,"CC Setúbal","2013-11-06 12:46:22",3650
736,282.50,"Fórum Algarve","2013-01-23 07:32:52",2180
737,300.20,Colombo,"2016-04-25 15:21:46",5801
738,208.10,"Vasgo da Gama","2013-04-27 17:13:53",4342
739,101.50,Aeroporto,"2016-06-11 16:02:18",1923
740,799.20,Aeroporto,"2018-01-20 18:39:31",3322
741,118.40,Amoreiras,"2017-07-29 12:25:00",298
742,273.10,"Santa Catarina","2013-10-29 23:51:19",4064
743,153.30,"Santa Catarina","2013-11-15 05:45:53",1884
744,190.20,Aeroporto,"2015-03-17 02:37:14",2361
745,250.50,Aeroporto,"2018-03-09 13:25:37",4402
746,131.70,"Braga Parque","2013-05-05 21:53:45",6097
747,638.70,"Norte Shopping","2016-08-26 08:31:01",5036
748,326.60,"Fórum Aveiro","2016-01-07 08:42:39",3428
749,376.80,"Fórum Algarve","2015-09-09 03:59:20",2318
750,590.70,"Fórum Algarve","2017-02-21 02:16:20",550
751,469.90,"Fórum Algarve","2015-08-27 18:26:43",1395
752,343.10,"CC Setúbal","2014-09-13 02:02:13",3884
753,219.00,"CC Setúbal","2016-09-28 07:00:14",6088
754,210.80,"Gaia Shopping","2017-03-30 22:00:44",1681
755,446.10,Aeroporto,"2014-11-17 05:22:50",1272
756,339.60,"CC Setúbal","2017-11-05 03:51:32",2219
757,238.50,"Fórum Aveiro","2016-09-10 02:01:05",3893
758,540.30,"CC Setúbal","2017-10-01 14:15:56",1099
759,205.40,"Fórum Coimbra","2017-02-23 17:37:54",4775
760,397.40,"Gaia Shopping","2018-12-02 14:03:06",4259
761,53.00,"Évora Plaza","2014-01-16 23:21:21",855
762,627.20,"Leiria Shopping","2013-05-03 09:48:37",3612
763,386.00,"Fórum Coimbra","2016-11-06 22:10:45",5491
764,369.20,"Fórum Coimbra","2014-11-16 15:21:40",82
765,409.20,"Fórum Aveiro","2019-04-27 16:13:16",1342
766,270.40,"Leiria Shopping","2014-09-22 12:18:34",1898
767,259.70,"Fórum Coimbra","2019-09-09 23:10:43",5370
768,79.40,"Fórum Aveiro","2016-02-15 19:51:53",1839
769,373.20,Amoreiras,"2013-06-30 05:41:50",1768
770,294.40,Aeroporto,"2019-04-18 23:02:25",2144
771,223.20,"Fórum Coimbra","2017-10-13 21:33:10",5605
772,318.90,Aeroporto,"2013-09-05 23:11:43",4042
773,389.20,"CC Setúbal","2015-05-27 09:27:55",2292
774,166.20,"Norte Shopping","2016-05-08 14:06:31",3955
775,750.80,"Palácio do Gelo","2013-05-24 03:22:18",3736
776,207.90,Colombo,"2017-07-08 10:10:35",760
777,94.70,"Santa Catarina","2019-09-11 11:16:50",5061
778,514.00,"Fórum Aveiro","2019-05-02 12:11:17",4233
779,538.60,"Norte Shopping","2018-04-18 15:19:39",3949
780,360.10,"Palácio do Gelo","2017-07-01 21:12:53",3541
781,133.00,"Fórum Aveiro","2015-09-21 03:26:14",1907
782,322.40,"Fórum Aveiro","2018-11-02 20:52:32",1481
783,291.20,"Leiria Shopping","2015-05-19 07:05:26",3014
784,650.50,"Santa Catarina","2014-03-29 04:22:22",931
785,96.80,"Nosso Shopping","2014-04-01 05:41:40",838
786,375.50,"Norte Shopping","2013-08-10 02:47:52",4825
787,279.40,"Vasgo da Gama","2013-03-25 06:37:48",98
788,279.20,"Braga Parque","2015-10-30 04:09:34",1558
789,63.20,"CC Setúbal","2015-06-21 23:55:19",428
790,469.80,"Braga Parque","2018-01-15 00:00:47",1425
791,793.80,"Fórum Aveiro","2019-10-31 19:17:49",1891
792,330.90,"Leiria Shopping","2015-06-29 19:36:46",1502
793,248.20,"Fórum Aveiro","2013-09-12 21:57:16",1301
794,288.30,"Évora Plaza","2016-06-17 12:51:39",5540
795,241.80,"Fórum Coimbra","2017-05-26 15:14:39",5013
796,275.10,"CC Setúbal","2013-09-05 10:48:26",2335
797,125.70,"Fórum Aveiro","2017-11-24 17:32:38",5076
798,356.50,"Évora Plaza","2019-06-25 02:12:24",2761
799,484.40,"Santa Catarina","2014-09-12 17:02:02",4579
800,454.50,"Fórum Coimbra","2017-05-12 04:15:44",3982
801,550.30,Amoreiras,"2015-07-14 07:36:00",453
802,309.00,"Norte Shopping","2017-05-11 20:22:59",1666
803,359.10,Amoreiras,"2017-05-11 11:45:29",5897
804,444.20,"Norte Shopping","2017-01-05 20:49:18",5713
805,135.80,"Braga Parque","2018-11-26 15:43:43",2829
806,403.50,"Santa Catarina","2017-03-12 08:46:46",1032
807,136.60,"Fórum Algarve","2018-10-17 18:09:35",5256
808,405.00,"Leiria Shopping","2014-03-01 17:58:10",4074
809,583.60,"Évora Plaza","2016-07-09 14:15:03",3902
810,583.50,"Fórum Coimbra","2017-03-16 13:19:36",6061
811,441.00,"CC Setúbal","2015-02-03 09:47:42",867
812,436.80,"Leiria Shopping","2015-03-06 03:43:39",4609
813,114.60,"Palácio do Gelo","2018-03-28 01:40:16",2999
814,187.90,Colombo,"2017-09-25 03:02:54",457
815,289.60,Colombo,"2019-08-10 16:29:57",3278
816,174.80,"Estação Viana","2016-09-08 22:29:39",5314
817,235.60,"Fórum Aveiro","2016-09-23 00:22:27",5605
818,206.90,"Vasgo da Gama","2015-04-15 15:11:05",3453
819,223.90,Amoreiras,"2018-02-21 20:45:59",468
820,268.20,"Santa Catarina","2014-09-12 02:07:57",283
821,373.20,"CC Setúbal","2017-04-15 19:30:02",535
822,72.20,"Évora Plaza","2013-07-09 21:08:02",3062
823,392.70,"Braga Parque","2015-10-26 07:24:07",1693
824,372.60,"Nosso Shopping","2018-08-18 12:25:38",1893
825,319.80,"Norte Shopping","2013-10-16 16:28:12",2652
826,845.10,"Vasgo da Gama","2013-09-06 00:27:37",4334
827,203.70,"Norte Shopping","2018-01-29 13:22:49",3614
828,226.60,"CC Setúbal","2019-08-13 21:26:02",80
829,55.30,"CC Setúbal","2016-07-16 17:06:55",1381
830,286.30,"Estação Viana","2013-06-25 22:52:51",3603
831,246.80,"Santa Catarina","2014-06-29 00:01:46",2599
832,306.70,"Fórum Aveiro","2017-09-11 09:21:16",1578
833,265.20,"CC Setúbal","2017-04-22 19:11:42",6210
834,547.70,"Norte Shopping","2013-08-17 15:44:10",2995
835,89.00,"Fórum Coimbra","2018-05-18 10:28:12",5547
836,426.10,"Vasgo da Gama","2017-12-24 14:02:57",2560
837,295.60,"Fórum Coimbra","2019-06-18 17:44:50",4485
838,262.00,"CC Setúbal","2016-01-10 07:02:35",4005
839,106.50,Aeroporto,"2018-06-02 04:45:48",1775
840,27.50,"Fórum Aveiro","2017-12-13 04:18:59",4390
841,490.70,"Nosso Shopping","2019-12-10 12:55:32",5649
842,294.40,"Palácio do Gelo","2014-06-30 23:36:05",3967
843,203.60,Colombo,"2014-11-19 01:51:33",4810
844,186.40,"Vasgo da Gama","2019-07-25 16:55:29",2877
845,361.50,"Vasgo da Gama","2016-02-03 22:42:09",2481
846,595.80,"CC Setúbal","2018-07-11 09:53:44",4935
847,346.30,"Estação Viana","2017-07-21 09:15:19",5196
848,158.80,Aeroporto,"2019-06-12 18:28:30",1000
849,172.70,"Santa Catarina","2014-10-29 01:01:43",6138
850,485.60,Colombo,"2015-09-14 04:38:27",3955
851,334.60,Amoreiras,"2018-05-30 08:52:30",4461
852,425.60,"Fórum Aveiro","2018-03-22 01:06:28",2577
853,132.00,"Norte Shopping","2013-07-07 14:45:57",5778
854,439.80,"Fórum Algarve","2014-01-06 12:52:41",1776
855,258.60,Colombo,"2016-01-15 18:20:30",4959
856,480.30,"Braga Parque","2015-11-22 02:09:46",2162
857,147.20,"Braga Parque","2018-05-28 05:45:41",4184
858,214.60,"Fórum Coimbra","2017-01-14 13:37:19",5249
859,282.30,"Évora Plaza","2017-08-09 07:21:00",851
860,277.20,Amoreiras,"2016-08-09 10:08:25",265
861,285.40,"Leiria Shopping","2018-01-25 15:40:14",4951
862,732.00,"Fórum Aveiro","2013-03-30 07:51:34",4966
863,452.90,"Palácio do Gelo","2018-08-02 00:24:32",1000
864,188.40,Amoreiras,"2017-01-25 21:45:12",3625
865,495.10,"Fórum Algarve","2013-08-20 00:46:19",4357
866,205.20,"Fórum Coimbra","2019-07-14 12:36:39",1068
867,289.20,"Leiria Shopping","2015-11-05 02:12:52",5686
868,307.40,"Vasgo da Gama","2016-11-21 06:26:03",621
869,570.20,"Palácio do Gelo","2019-08-26 16:54:43",4542
870,122.70,"Santa Catarina","2014-05-14 23:45:32",232
871,186.40,"Fórum Aveiro","2015-06-23 16:36:03",5233
872,270.20,"Estação Viana","2016-05-10 02:30:50",3598
873,429.70,"Palácio do Gelo","2014-07-23 12:32:57",123
874,456.40,"Braga Parque","2013-02-17 18:55:05",5828
875,481.30,Amoreiras,"2016-03-18 09:00:33",5736
876,303.90,"Santa Catarina","2016-08-02 00:56:07",335
877,577.80,Colombo,"2015-08-08 08:13:30",5055
878,147.40,"Évora Plaza","2017-05-05 19:02:17",2521
879,299.60,Aeroporto,"2015-12-19 22:12:17",2201
880,153.20,Amoreiras,"2017-01-06 17:41:29",1680
881,198.40,"Fórum Coimbra","2017-08-09 10:55:25",5014
882,560.60,"Fórum Algarve","2017-02-15 08:31:50",2418
883,49.30,"Fórum Aveiro","2019-05-05 16:55:22",1106
884,186.90,"Fórum Coimbra","2015-11-14 05:50:59",5839
885,305.60,"Fórum Coimbra","2016-04-03 06:48:29",2755
886,203.00,"Vasgo da Gama","2014-06-19 18:53:37",4257
887,278.90,"CC Setúbal","2014-02-11 12:31:23",256
888,515.80,"Estação Viana","2016-04-14 21:15:03",5197
889,337.40,"Vasgo da Gama","2019-12-22 03:25:44",2537
890,231.80,"Nosso Shopping","2018-09-16 12:09:39",5554
891,359.80,"Évora Plaza","2019-07-22 16:25:31",2112
892,187.80,Colombo,"2019-08-31 17:43:08",4425
893,201.90,"Leiria Shopping","2014-06-28 08:07:16",4259
